pathway,GO
HP_PROGRESSIVE_SPASTIC_QUADRIPLEGIA,HP:0002478
HP_PROGRESSIVE_SPASTICITY,HP:0002191
HP_PROGRESSIVE_VISUAL_FIELD_DEFECTS,HP:0007987
HP_PROGRESSIVE_VISUAL_LOSS,HP:0000529
HP_PROLINURIA,HP:0003137
HP_PROLONGED_BLEEDING_AFTER_DENTAL_EXTRACTION,HP:0006298
HP_PROLONGED_BLEEDING_AFTER_SURGERY,HP:0004846
HP_PROLONGED_BLEEDING_FOLLOWING_CIRCUMCISION,HP:0030137
HP_PROLONGED_BLEEDING_FOLLOWING_PROCEDURE,HP:0011890
HP_PROLONGED_BLEEDING_TIME,HP:0003010
HP_PROLONGED_NEONATAL_JAUNDICE,HP:0006579
HP_PROLONGED_PARTIAL_THROMBOPLASTIN_TIME,HP:0003645
HP_PROLONGED_PR_INTERVAL,HP:0012248
HP_PROLONGED_QT_INTERVAL,HP:0001657
HP_PROLONGED_QTC_INTERVAL,HP:0005184
HP_PROMINENCE_OF_THE_PREMAXILLA,HP:0010759
HP_PROMINENT_ANTIHELIX,HP:0000395
HP_PROMINENT_ANTITRAGUS,HP:0008593
HP_PROMINENT_CALCANEUS,HP:0012428
HP_PROMINENT_COCCYX,HP:0040016
HP_PROMINENT_CRUS_OF_HELIX,HP:0009899
HP_PROMINENT_DIGIT_PAD,HP:0011298
HP_PROMINENT_EAR_HELIX,HP:0009904
HP_PROMINENT_EYELASHES,HP:0011231
HP_PROMINENT_FOREHEAD,HP:0011220
HP_PROMINENT_METOPIC_RIDGE,HP:0005487
HP_PROMINENT_NASAL_BRIDGE,HP:0000426
HP_PROMINENT_NASAL_TIP,HP:0005274
HP_PROMINENT_NOSE,HP:0000448
HP_PROMINENT_OCCIPUT,HP:0000269
HP_PROMINENT_STERNUM,HP:0000884
HP_PROMINENT_SUPERFICIAL_BLOOD_VESSELS,HP:0007394
HP_PROMINENT_SUPRAORBITAL_RIDGES,HP:0000336
HP_PROMINENT_UMBILICUS,HP:0001544
HP_PROMINENT_VEINS_ON_TRUNK,HP:0007457
HP_PROPORTIONATE_SHORT_STATURE,HP:0003508
HP_PROPORTIONATE_TALL_STATURE,HP:0011407
HP_PROPTOSIS,HP:0000520
HP_PROSTATE_NEOPLASM,HP:0100787
HP_PROSTATITIS,HP:0000024
HP_PROTEIN_AVOIDANCE,HP:0002038
HP_PROTEIN_LOSING_ENTEROPATHY,HP:0002243
HP_PROTRACTED_DIARRHEA,HP:0004385
HP_PROTRUDING_EAR,HP:0000411
HP_PROTRUDING_TONGUE,HP:0010808
HP_PROTRUSIO_ACETABULI,HP:0003179
HP_PROTUBERANT_ABDOMEN,HP:0001538
HP_PROXIMAL_AMYOTROPHY,HP:0007126
HP_PROXIMAL_FEMORAL_EPIPHYSIOLYSIS,HP:0006461
HP_PROXIMAL_FEMORAL_METAPHYSEAL_ABNORMALITY,HP:0006431
HP_PROXIMAL_FEMORAL_METAPHYSEAL_IRREGULARITY,HP:0003411
HP_PROXIMAL_MUSCLE_WEAKNESS,HP:0003701
HP_PROXIMAL_MUSCLE_WEAKNESS_IN_LOWER_LIMBS,HP:0008994
HP_PROXIMAL_MUSCLE_WEAKNESS_IN_UPPER_LIMBS,HP:0008997
HP_PROXIMAL_RADIO_ULNAR_SYNOSTOSIS,HP:0005037
HP_PROXIMAL_RENAL_TUBULAR_ACIDOSIS,HP:0002049
HP_PROXIMAL_SYMPHALANGISM,HP:0100264
HP_PROXIMAL_TUBULOPATHY,HP:0000114
HP_PRURITIS_ON_HAND,HP:0030899
HP_PRURITUS,HP:0000989
HP_PSEUDOARTHROSIS,HP:0005864
HP_PSEUDOBULBAR_PARALYSIS,HP:0007024
HP_PSEUDOBULBAR_SIGNS,HP:0002200
HP_PSEUDOEPIPHYSES,HP:0010584
HP_PSEUDOEPIPHYSES_OF_HAND_BONES,HP:0004288
HP_PSEUDOEPIPHYSES_OF_THE_METACARPALS,HP:0009193
HP_PSEUDOEPIPHYSES_OF_THE_PHALANGES_OF_THE_HAND,HP:0010235
HP_PSEUDOHYPOALDOSTERONISM,HP:0008242
HP_PSEUDOHYPOPARATHYROIDISM,HP:0000852
HP_PSORIASIFORM_DERMATITIS,HP:0003765
HP_PSYCHIC_EPILEPTIC_AURA,HP:0033346
HP_PSYCHOGENIC_NON_EPILEPTIC_SEIZURE,HP:0033052
HP_PSYCHOMOTOR_DETERIORATION,HP:0002361
HP_PSYCHOMOTOR_RETARDATION,HP:0025356
HP_PSYCHOSIS,HP:0000709
HP_PSYCHOTIC_EPISODES,HP:0000725
HP_PSYCHOTIC_MENTATION,HP:0001345
HP_PTERYGIUM,HP:0001059
HP_PTOSIS,HP:0000508
HP_PUBERTY_AND_GONADAL_DISORDERS,HP:0008373
HP_PULMONARY_ARTERY_ANEURYSM,HP:0004937
HP_PULMONARY_ARTERY_ATRESIA,HP:0004935
HP_PULMONARY_ARTERY_DILATATION,HP:0004927
HP_PULMONARY_ARTERY_HYPOPLASIA,HP:0004971
HP_PULMONARY_ARTERY_STENOSIS,HP:0004415
HP_PULMONARY_CARCINOID_TUMOR,HP:0030445
HP_PULMONARY_CYST,HP:0032445
HP_PULMONARY_EDEMA,HP:0100598
HP_PULMONARY_EMBOLISM,HP:0002204
HP_PULMONARY_FIBROSIS,HP:0002206
HP_PULMONARY_HEMORRHAGE,HP:0040223
HP_PULMONARY_HYPOPLASIA,HP:0002089
HP_PULMONARY_INFILTRATES,HP:0002113
HP_PULMONARY_INSUFFICIENCY,HP:0010444
HP_PULMONARY_INTERSTITIAL_HIGH_RESOLUTION_COMPUTED_TOMOGRAPHY_ABNORMALITY,HP:0025389
HP_PULMONARY_INTERSTITIAL_THICKENING,HP:0033711
HP_PULMONARY_LYMPHANGIECTASIA,HP:0006521
HP_PULMONARY_VENOUS_HYPERTENSION,HP:0030950
HP_PULMONIC_STENOSIS,HP:0001642
HP_PULP_CALCIFICATION,HP:0003771
HP_PULVERULENT_CATARACT,HP:0010693
HP_PUNCTATE_CATARACT,HP:0007648
HP_PUNCTATE_KERATITIS,HP:0011859
HP_PUNCTATE_OPACIFICATION_OF_THE_CORNEA,HP:0007856
HP_PURE_RED_CELL_APLASIA,HP:0012410
HP_PURPURA,HP:0000979
HP_PURSED_LIPS,HP:0000205
HP_PUSTULE,HP:0200039
HP_PYELONEPHRITIS,HP:0012330
HP_PYODERMA,HP:0000999
HP_PYODERMA_GANGRENOSUM,HP:0025452
HP_PYRIDOXINE_RESPONSIVE_SIDEROBLASTIC_ANEMIA,HP:0005522
HP_QUADRICEPS_MUSCLE_WEAKNESS,HP:0003731
HP_RACHITIC_ROSARY,HP:0000897
HP_RADIAL_BOWING,HP:0002986
HP_RADIAL_DEVIATION_OF_THE_2ND_FINGER,HP:0009467
HP_RADIAL_DEVIATION_OF_THE_HAND,HP:0009486
HP_RADIAL_DEVIATION_OF_THE_HAND_OR_OF_FINGERS_OF_THE_HAND,HP:0009485
HP_RADIAL_HEAD_SUBLUXATION,HP:0003048
HP_RADIOULNAR_DISLOCATION,HP:0006439
HP_RADIOULNAR_SYNOSTOSIS,HP:0002974
HP_RAGGED_RED_MUSCLE_FIBERS,HP:0003200
HP_RAPIDLY_PROGRESSIVE,HP:0003678
HP_RAYNAUD_PHENOMENON,HP:0030880
HP_REACTIVE_HYPOGLYCEMIA,HP:0012051
HP_RECEPTIVE_LANGUAGE_DELAY,HP:0010863
HP_RECTAL_ABSCESS,HP:0005224
HP_RECTAL_FISTULA,HP:0100590
HP_RECTAL_POLYPOSIS,HP:0100896
HP_RECTAL_PROLAPSE,HP:0002035
HP_RECURRENT,HP:0031796
HP_RECURRENT_ABSCESS_FORMATION,HP:0002722
HP_RECURRENT_ACUTE_RESPIRATORY_TRACT_INFECTION,HP:0011948
HP_RECURRENT_ASPERGILLUS_INFECTIONS,HP:0002724
HP_RECURRENT_ASPIRATION_PNEUMONIA,HP:0002100
HP_RECURRENT_BACTERIAL_INFECTIONS,HP:0002718
HP_RECURRENT_BACTERIAL_SKIN_INFECTIONS,HP:0005406
HP_RECURRENT_BRONCHITIS,HP:0002837
HP_RECURRENT_BRONCHOPULMONARY_INFECTIONS,HP:0006538
HP_RECURRENT_CANDIDA_INFECTIONS,HP:0005401
HP_RECURRENT_CORNEAL_EROSIONS,HP:0000495
HP_RECURRENT_CUTANEOUS_ABSCESS_FORMATION,HP:0100838
HP_RECURRENT_CUTANEOUS_FUNGAL_INFECTIONS,HP:0011370
HP_RECURRENT_EAR_INFECTIONS,HP:0410018
HP_RECURRENT_ENTEROVIRAL_INFECTIONS,HP:0002743
HP_RECURRENT_FEVER,HP:0001954
HP_RECURRENT_FRACTURES,HP:0002757
HP_RECURRENT_GASTROENTERITIS,HP:0031123
HP_RECURRENT_GRAM_NEGATIVE_BACTERIAL_INFECTIONS,HP:0005420
HP_RECURRENT_HAEMOPHILUS_INFLUENZAE_INFECTIONS,HP:0005376
HP_RECURRENT_HAND_FLAPPING,HP:0100023
HP_RECURRENT_HERPES,HP:0005353
HP_RECURRENT_HYPOGLYCEMIA,HP:0001988
HP_RECURRENT_INFECTION_OF_THE_GASTROINTESTINAL_TRACT,HP:0004798
HP_RECURRENT_INTRAPULMONARY_HEMORRHAGE,HP:0006535
HP_RECURRENT_JOINT_DISLOCATION,HP:0031869
HP_RECURRENT_KLEBSIELLA_INFECTIONS,HP:0002742
HP_RECURRENT_LOWER_RESPIRATORY_TRACT_INFECTIONS,HP:0002783
HP_RECURRENT_MYCOBACTERIAL_INFECTIONS,HP:0011274
HP_RECURRENT_MYOGLOBINURIA,HP:0003652
HP_RECURRENT_NEISSERIAL_INFECTIONS,HP:0005430
HP_RECURRENT_OPPORTUNISTIC_INFECTIONS,HP:0005390
HP_RECURRENT_OTITIS_MEDIA,HP:0000403
HP_RECURRENT_PANCREATITIS,HP:0100027
HP_RECURRENT_PAROXYSMAL_HEADACHE,HP:0002331
HP_RECURRENT_PHARYNGITIS,HP:0100776
HP_RECURRENT_PNEUMONIA,HP:0006532
HP_RECURRENT_PROTOZOAN_INFECTIONS,HP:0005386
HP_RECURRENT_RESPIRATORY_INFECTIONS,HP:0002205
HP_RECURRENT_SINOPULMONARY_INFECTIONS,HP:0005425
HP_RECURRENT_SINUSITIS,HP:0011108
HP_RECURRENT_SKIN_INFECTIONS,HP:0001581
HP_RECURRENT_SPONTANEOUS_ABORTION,HP:0200067
HP_RECURRENT_STAPHYLOCOCCAL_INFECTIONS,HP:0007499
HP_RECURRENT_STAPHYLOCOCCUS_AUREUS_INFECTIONS,HP:0002726
HP_RECURRENT_STREPTOCOCCAL_INFECTIONS,HP:0020096
HP_RECURRENT_THROMBOPHLEBITIS,HP:0004419
HP_RECURRENT_TONSILLITIS,HP:0011110
HP_RECURRENT_UPPER_AND_LOWER_RESPIRATORY_TRACT_INFECTIONS,HP:0200117
HP_RECURRENT_UPPER_RESPIRATORY_TRACT_INFECTIONS,HP:0002788
HP_RECURRENT_URINARY_TRACT_INFECTIONS,HP:0000010
HP_RECURRENT_VIRAL_INFECTIONS,HP:0004429
HP_RED_EYE,HP:0025337
HP_RED_GREEN_DYSCHROMATOPSIA,HP:0000642
HP_RED_HAIR,HP:0002297
HP_REDUCED_AMPLITUDE_OF_DARK_ADAPTED_BRIGHT_FLASH_ELECTRORETINOGRAM_A_WAVE,HP:0030483
HP_REDUCED_ANTIGEN_SPECIFIC_T_CELL_PROLIFERATION,HP:0031402
HP_REDUCED_ANTITHROMBIN_III_ACTIVITY,HP:0001976
HP_REDUCED_BRAIN_N_ACETYL_ASPARTATE_LEVEL_BY_MRS,HP:0012708
HP_REDUCED_C_PEPTIDE_LEVEL,HP:0030795
HP_REDUCED_CIRCULATING_PROLACTIN_CONCENTRATION,HP:0008202
HP_REDUCED_CONSCIOUSNESS_CONFUSION,HP:0004372
HP_REDUCED_DELAYED_HYPERSENSITIVITY,HP:0002972
HP_REDUCED_FACTOR_VII_ACTIVITY,HP:0008169
HP_REDUCED_FACTOR_VIII_ACTIVITY,HP:0003125
HP_REDUCED_FACTOR_XI_ACTIVITY,HP:0001929
HP_REDUCED_FACTOR_XII_ACTIVITY,HP:0004841
HP_REDUCED_FACTOR_XIII_ACTIVITY,HP:0008357
HP_REDUCED_FEV1_FVC_RATIO,HP:0030877
HP_REDUCED_FORCED_EXPIRATORY_VOLUME_IN_ONE_SECOND,HP:0032342
HP_REDUCED_FORCED_VITAL_CAPACITY,HP:0032341
HP_REDUCED_NATURAL_KILLER_CELL_COUNT,HP:0040218
HP_REDUCED_NUMBER_OF_CORNEAL_ENDOTHELIAL_CELLS,HP:0011491
HP_REDUCED_PANCREATIC_BETA_CELLS,HP:0006274
HP_REDUCED_PROTEIN_C_ACTIVITY,HP:0005543
HP_REDUCED_PROTEIN_S_ACTIVITY,HP:0004855
HP_REDUCED_RENAL_CORTICOMEDULLARY_DIFFERENTIATION,HP:0005565
HP_REDUCED_SPERM_MOTILITY,HP:0012207
HP_REDUCED_SUBCUTANEOUS_ADIPOSE_TISSUE,HP:0003758
HP_REDUCED_SYSTOLIC_FUNCTION,HP:0006673
HP_REDUCED_TENDON_REFLEXES,HP:0001315
HP_REDUCED_VISUAL_ACUITY,HP:0007663
HP_REDUCED_VITAL_CAPACITY,HP:0002792
HP_REDUCTION_OF_NEUTROPHIL_MOTILITY,HP:0005400
HP_REDUNDANT_NECK_SKIN,HP:0005989
HP_REDUNDANT_SKIN,HP:0001582
HP_REFLEX_SEIZURE,HP:0020207
HP_REFRACTORY_ANEMIA,HP:0005505
HP_REGIONAL_ABNORMALITY_OF_SKIN,HP:0011356
HP_RELATIVE_MACROCEPHALY,HP:0004482
HP_REMNANTS_OF_THE_HYALOID_VASCULAR_SYSTEM,HP:0007968
HP_RENAL_AGENESIS,HP:0000104
HP_RENAL_AMYLOIDOSIS,HP:0001917
HP_RENAL_ANGIOMYOLIPOMA,HP:0006772
HP_RENAL_ATROPHY,HP:0012585
HP_RENAL_CELL_CARCINOMA,HP:0005584
HP_RENAL_CORTICAL_CYSTS,HP:0000803
HP_RENAL_CORTICAL_MICROCYSTS,HP:0004734
HP_RENAL_CORTICOMEDULLARY_CYSTS,HP:0000108
HP_RENAL_CYST,HP:0000107
HP_RENAL_DUPLICATION,HP:0000075
HP_RENAL_DYSPLASIA,HP:0000110
HP_RENAL_FANCONI_SYNDROME,HP:0001994
HP_RENAL_FIBROSIS,HP:0030760
HP_RENAL_HAMARTOMA,HP:0008696
HP_RENAL_HYPOPLASIA,HP:0000089
HP_RENAL_HYPOPLASIA_APLASIA,HP:0008678
HP_RENAL_INSUFFICIENCY,HP:0000083
HP_RENAL_MAGNESIUM_WASTING,HP:0005567
HP_RENAL_MALROTATION,HP:0004712
HP_RENAL_PHOSPHATE_WASTING,HP:0000117
HP_RENAL_POTASSIUM_WASTING,HP:0000128
HP_RENAL_SALT_WASTING,HP:0000127
HP_RENAL_SODIUM_WASTING,HP:0012606
HP_RENAL_STEATOSIS,HP:0000799
HP_RENAL_TUBULAR_ACIDOSIS,HP:0001947
HP_RENAL_TUBULAR_ATROPHY,HP:0000092
HP_RENAL_TUBULAR_DYSFUNCTION,HP:0000124
HP_RENAL_TUBULAR_EPITHELIAL_NECROSIS,HP:0008682
HP_RENOVASCULAR_HYPERTENSION,HP:0100817
HP_REPETITIVE_COMPULSIVE_BEHAVIOR,HP:0008762
HP_RESPIRATORY_ALKALOSIS,HP:0001950
HP_RESPIRATORY_ARREST,HP:0005943
HP_RESPIRATORY_DISTRESS,HP:0002098
HP_RESPIRATORY_FAILURE,HP:0002878
HP_RESPIRATORY_FAILURE_REQUIRING_ASSISTED_VENTILATION,HP:0004887
HP_RESPIRATORY_INSUFFICIENCY,HP:0002093
HP_RESPIRATORY_INSUFFICIENCY_DUE_TO_DEFECTIVE_CILIARY_CLEARANCE,HP:0200073
HP_RESPIRATORY_PARALYSIS,HP:0002203
HP_RESPIRATORY_TRACT_INFECTION,HP:0011947
HP_RESPONSE_TO_DRUGS_ACTING_ON_NEUROMUSCULAR_TRANSMISSION,HP:0030201
HP_RESTING_TREMOR,HP:0002322
HP_RESTLESS_LEGS,HP:0012452
HP_RESTLESSNESS,HP:0000711
HP_RESTRICTIVE_BEHAVIOR,HP:0000723
HP_RESTRICTIVE_CARDIOMYOPATHY,HP:0001723
HP_RESTRICTIVE_VENTILATORY_DEFECT,HP:0002091
HP_RETICULAR_HYPERPIGMENTATION,HP:0007588
HP_RETICULATED_SKIN_PIGMENTATION,HP:0007427
HP_RETICULOCYTOPENIA,HP:0001896
HP_RETICULOCYTOSIS,HP:0001923
HP_RETINAL_ARTERIAL_TORTUOSITY,HP:0000631
HP_RETINAL_ARTERIOLAR_TORTUOSITY,HP:0001136
HP_RETINAL_ATROPHY,HP:0001105
HP_RETINAL_COLOBOMA,HP:0000480
HP_RETINAL_DEGENERATION,HP:0000546
HP_RETINAL_DETACHMENT,HP:0000541
HP_RETINAL_DYSPLASIA,HP:0007973
HP_RETINAL_DYSTROPHY,HP:0000556
HP_RETINAL_EXUDATE,HP:0001147
HP_RETINAL_FLECKS,HP:0012045
HP_RETINAL_FOLD,HP:0008052
HP_RETINAL_HAMARTOMA,HP:0009594
HP_RETINAL_HEMORRHAGE,HP:0000573
HP_RETINAL_NEOVASCULARIZATION,HP:0030666
HP_RETINAL_NONATTACHMENT,HP:0007899
HP_RETINAL_PERFORATION,HP:0011958
HP_RETINAL_PIGMENT_EPITHELIAL_ATROPHY,HP:0007722
HP_RETINAL_PIGMENT_EPITHELIAL_MOTTLING,HP:0007814
HP_RETINAL_TELANGIECTASIA,HP:0007763
HP_RETINAL_THINNING,HP:0030329
HP_RETINAL_VASCULAR_TORTUOSITY,HP:0012841
HP_RETINAL_VEIN_OCCLUSION,HP:0012636
HP_RETINOPATHY,HP:0000488
HP_RETINOSCHISIS,HP:0030502
HP_RETROCEREBELLAR_CYST,HP:0006951
HP_RETROCOLLIS,HP:0002544
HP_RETROGNATHIA,HP:0000278
HP_RHABDOMYOLYSIS,HP:0003201
HP_RHABDOMYOSARCOMA,HP:0002859
HP_RHEGMATOGENOUS_RETINAL_DETACHMENT,HP:0012230
HP_RHEUMATOID_ARTHRITIS,HP:0001370
HP_RHEUMATOID_FACTOR_POSITIVE,HP:0002923
HP_RHINITIS,HP:0012384
HP_RHIZOMELIA,HP:0008905
HP_RHIZOMELIC_ARM_SHORTENING,HP:0004991
HP_RIB_FUSION,HP:0000902
HP_RIB_SEGMENTATION_ABNORMALITIES,HP:0006655
HP_RICKETS,HP:0002748
HP_RIDGED_FINGERNAIL,HP:0008402
HP_RIDGED_NAIL,HP:0001807
HP_RIEGER_ANOMALY,HP:0000558
HP_RIGHT_AORTIC_ARCH,HP:0012020
HP_RIGHT_AORTIC_ARCH_WITH_MIRROR_IMAGE_BRANCHING,HP:0002627
HP_RIGHT_BUNDLE_BRANCH_BLOCK,HP:0011712
HP_RIGHT_VENTRICULAR_CARDIOMYOPATHY,HP:0011663
HP_RIGHT_VENTRICULAR_DILATATION,HP:0005133
HP_RIGHT_VENTRICULAR_HYPERTROPHY,HP:0001667
HP_RIGIDITY,HP:0002063
HP_RIMMED_VACUOLES,HP:0003805
HP_ROD_CONE_DYSTROPHY,HP:0000510
HP_ROTARY_NYSTAGMUS,HP:0001583
HP_ROUND_EAR,HP:0100830
HP_ROUND_FACE,HP:0000311
HP_SACCADIC_OSCILLATION,HP:0032104
HP_SACCADIC_SMOOTH_PURSUIT,HP:0001152
HP_SACROCOCCYGEAL_TERATOMA,HP:0030736
HP_SAGITTAL_CRANIOSYNOSTOSIS,HP:0004442
HP_SANDAL_GAP,HP:0001852
HP_SARCOMA,HP:0100242
HP_SCALING_SKIN,HP:0040189
HP_SCANNING_SPEECH,HP:0002168
HP_SCAPHOCEPHALY,HP:0030799
HP_SCAPULAR_WINGING,HP:0003691
HP_SCARRING,HP:0100699
HP_SCARRING_ALOPECIA_OF_SCALP,HP:0004552
HP_SCHISTOCYTOSIS,HP:0001981
HP_SCHIZENCEPHALY,HP:0010636
HP_SCHIZOPHRENIA,HP:0100753
HP_SCHWANNOMA,HP:0100008
HP_SCLERAL_STAPHYLOMA,HP:0030854
HP_SCLEROCORNEA,HP:0000647
HP_SCLERODERMA,HP:0100324
HP_SCLEROSING_CHOLANGITIS,HP:0030991
HP_SCLEROSIS_OF_FINGER_PHALANX,HP:0100899
HP_SCLEROSIS_OF_HAND_BONE,HP:0004054
HP_SCLEROSIS_OF_SKULL_BASE,HP:0002694
HP_SCLEROTIC_VERTEBRAL_ENDPLATES,HP:0004576
HP_SCOTOMA,HP:0000575
HP_SEA_BLUE_HISTIOCYTOSIS,HP:0001982
HP_SEBORRHEIC_DERMATITIS,HP:0001051
HP_SECOND_DEGREE_ATRIOVENTRICULAR_BLOCK,HP:0011706
HP_SECONDARY_AMENORRHEA,HP:0000869
HP_SECONDARY_GROWTH_HORMONE_DEFICIENCY,HP:0008240
HP_SECONDARY_MICROCEPHALY,HP:0005484
HP_SECRETORY_DIARRHEA,HP:0005208
HP_SECUNDUM_ATRIAL_SEPTAL_DEFECT,HP:0001684
HP_SEESAW_NYSTAGMUS,HP:0012044
HP_SEGMENTAL_PERIPHERAL_DEMYELINATION_REMYELINATION,HP:0003481
HP_SELECTIVE_TOOTH_AGENESIS,HP:0001592
HP_SELF_INJURIOUS_BEHAVIOR,HP:0100716
HP_SELF_MUTILATION,HP:0000742
HP_SEMILOBAR_HOLOPROSENCEPHALY,HP:0002507
HP_SENILE_PLAQUES,HP:0100256
HP_SENSORIMOTOR_NEUROPATHY,HP:0007141
HP_SENSORY_ATAXIA,HP:0010871
HP_SENSORY_AXONAL_NEUROPATHY,HP:0003390
HP_SENSORY_NEUROPATHY,HP:0000763
HP_SEPSIS,HP:0100806
HP_SEPTATE_VAGINA,HP:0001153
HP_SEPTIC_ARTHRITIS,HP:0003095
HP_SEPTO_OPTIC_DYSPLASIA,HP:0100842
HP_SEROSITIS,HP:0045073
HP_SEVERE_B_LYMPHOCYTOPENIA,HP:0005365
HP_SEVERE_COMBINED_IMMUNODEFICIENCY,HP:0004430
HP_SEVERE_CYTOMEGALOVIRUS_INFECTION,HP:0031692
HP_SEVERE_DEMYELINATION_OF_THE_WHITE_MATTER,HP:0007258
HP_SEVERE_EXPRESSIVE_LANGUAGE_DELAY,HP:0006863
HP_SEVERE_FAILURE_TO_THRIVE,HP:0001525
HP_SEVERE_GLOBAL_DEVELOPMENTAL_DELAY,HP:0011344
HP_SEVERE_HEARING_IMPAIRMENT,HP:0012714
HP_SEVERE_INFECTION,HP:0032169
HP_SEVERE_INTRAUTERINE_GROWTH_RETARDATION,HP:0008846
HP_SEVERE_LACTIC_ACIDOSIS,HP:0004900
HP_SEVERE_MUSCULAR_HYPOTONIA,HP:0006829
HP_SEVERE_PHOTOSENSITIVITY,HP:0007537
HP_SEVERE_PLATYSPONDYLY,HP:0004565
HP_SEVERE_POSTNATAL_GROWTH_RETARDATION,HP:0008850
HP_SEVERE_SHORT_LIMB_DWARFISM,HP:0008890
HP_SEVERE_SHORT_STATURE,HP:0003510
HP_SEVERE_VARICELLA_ZOSTER_INFECTION,HP:0032170
HP_SEVERE_VIRAL_INFECTION,HP:0031691
HP_SEVERELY_REDUCED_VISUAL_ACUITY,HP:0001141
HP_SEX_REVERSAL,HP:0012245
HP_SHAGREEN_PATCH,HP:0009721
HP_SHALLOW_ACETABULAR_FOSSAE,HP:0003182
HP_SHALLOW_ANTERIOR_CHAMBER,HP:0000594
HP_SHALLOW_ORBITS,HP:0000586
HP_SHAWL_SCROTUM,HP:0000049
HP_SHIELD_CHEST,HP:0000914
HP_SHOCK,HP:0031273
HP_SHORT_1ST_METACARPAL,HP:0010034
HP_SHORT_ATTENTION_SPAN,HP:0000736
HP_SHORT_CHIN,HP:0000331
HP_SHORT_CLAVICLES,HP:0000894
HP_SHORT_COLUMELLA,HP:0002000
HP_SHORT_DIGIT,HP:0011927
HP_SHORT_FACE,HP:0011219
HP_SHORT_FEMUR,HP:0003097
HP_SHORT_FOOT,HP:0001773
HP_SHORT_FOURTH_METATARSAL,HP:0004689
HP_SHORT_GREATER_SCIATIC_NOTCH,HP:0003185
HP_SHORT_LINGUAL_FRENULUM,HP:0000200
HP_SHORT_LONG_BONE,HP:0003026
HP_SHORT_LOWER_LIMBS,HP:0006385
HP_SHORT_MIDDLE_PHALANX_OF_FINGER,HP:0005819
HP_SHORT_MIDDLE_PHALANX_OF_THE_2ND_FINGER,HP:0009577
HP_SHORT_MIDDLE_PHALANX_OF_TOE,HP:0003795
HP_SHORT_NAIL,HP:0001799
HP_SHORT_NOSE,HP:0003196
HP_SHORT_PALM,HP:0004279
HP_SHORT_PALPEBRAL_FISSURE,HP:0012745
HP_SHORT_PHALANX_OF_THE_THUMB,HP:0009660
HP_SHORT_PHILTRUM,HP:0000322
HP_SHORT_PROXIMAL_PHALANX_OF_FINGER,HP:0010241
HP_SHORT_RIBS,HP:0000773
HP_SHORT_STEPPED_SHUFFLING_GAIT,HP:0007311
HP_SHORT_STERNUM,HP:0000879
HP_SHORT_TERM_MEMORY_IMPAIRMENT,HP:0033687
HP_SHORT_THORAX,HP:0010306
HP_SHORT_THUMB,HP:0009778
HP_SHORT_TIBIA,HP:0005736
HP_SHORT_UMBILICAL_CORD,HP:0001196
HP_SHORT_UPPER_LIP,HP:0000188
HP_SHORTENED_PR_INTERVAL,HP:0005165
HP_SHORTENED_QT_INTERVAL,HP:0012232
HP_SHORTENING_OF_ALL_DISTAL_PHALANGES_OF_THE_FINGERS,HP:0006118
HP_SHORTENING_OF_ALL_MIDDLE_PHALANGES_OF_THE_FINGERS,HP:0006110
HP_SHORTENING_OF_ALL_PHALANGES_OF_THE_TOES,HP:0005035
HP_SHOULDER_DISLOCATION,HP:0003834
HP_SHOULDER_FLEXION_CONTRACTURE,HP:0003044
HP_SHOULDER_GIRDLE_MUSCLE_ATROPHY,HP:0003724
HP_SHOULDER_GIRDLE_MUSCLE_WEAKNESS,HP:0003547
HP_SHOULDER_PAIN,HP:0030834
HP_SHUFFLING_GAIT,HP:0002362
HP_SHYNESS,HP:0100962
HP_SICK_SINUS_SYNDROME,HP:0011704
HP_SIDEROBLASTIC_ANEMIA,HP:0001924
HP_SILVER_GRAY_HAIR,HP:0002218
HP_SIMPLE_EAR,HP:0020206
HP_SIMPLE_FEBRILE_SEIZURE,HP:0011171
HP_SIMPLIFIED_GYRAL_PATTERN,HP:0009879
HP_SINGLE_FIBER_EMG_ABNORMALITY,HP:0030006
HP_SINGLE_LINEAGE_MYELODYSPLASIA,HP:0012150
HP_SINGLE_NARIS,HP:0009932
HP_SINGLE_TRANSVERSE_PALMAR_CREASE,HP:0000954
HP_SINGLE_VENTRICLE,HP:0001750
HP_SINUS_BRADYCARDIA,HP:0001688
HP_SINUS_TACHYCARDIA,HP:0011703
HP_SIRENOMELIA,HP:0010497
HP_SKELETAL_DYSPLASIA,HP:0002652
HP_SKELETAL_MUSCLE_ATROPHY,HP:0003202
HP_SKELETAL_MUSCLE_HYPERTROPHY,HP:0003712
HP_SKELETAL_MYOPATHY,HP:0003756
HP_SKEWFOOT,HP:0032649
HP_SKIN_APPENDAGE_NEOPLASM,HP:0012842
HP_SKIN_DIMPLE,HP:0010781
HP_SKIN_EROSION,HP:0200041
HP_SKIN_NODULE,HP:0200036
HP_SKIN_PICKING,HP:0012166
HP_SKIN_PIT,HP:0100276
HP_SKIN_PLAQUE,HP:0200035
HP_SKIN_RASH,HP:0000988
HP_SKIN_TAGS,HP:0010609
HP_SKIN_ULCER,HP:0200042
HP_SKIN_VESICLE,HP:0200037
HP_SKULL_ASYMMETRY,HP:0002678
HP_SLEEP_APNEA,HP:0010535
